DATENUM_EXCEL,MATLAB_DATENUM,TMPC
40372.60625,735794.6063,11.1
40372.64792,735794.6479,11.7
40372.68958,735794.6896,11.7
40372.73125,735794.7313,11.7
40372.77292,735794.7729,12.2
40372.81458,735794.8146,11.1
40372.85625,735794.8563,11.7
40372.89792,735794.8979,10.6
40372.93958,735794.9396,10
40372.98125,735794.9813,10
40373.02292,735795.0229,9.4
40373.06458,735795.0646,8.9
40373.10625,735795.1063,8.3
40373.14792,735795.1479,7.8
40373.18958,735795.1896,6.7
40373.23125,735795.2313,6.1
40373.27292,735795.2729,6.1
40373.31458,735795.3146,5.6
40373.35625,735795.3563,7.2
40373.39792,735795.3979,7.8
40373.43958,735795.4396,8.3
40373.48125,735795.4813,8.9
40373.52292,735795.5229,9.4
40373.56458,735795.5646,8.9
40373.60625,735795.6063,8.9
40373.64792,735795.6479,9.4
40373.68958,735795.6896,9.4
40373.73125,735795.7313,10
40373.77292,735795.7729,11.7
40373.81458,735795.8146,10.6
40373.85625,735795.8563,11.1
40373.89792,735795.8979,10.6
40373.93958,735795.9396,8.9
40373.98125,735795.9813,8.9
40374.02292,735796.0229,8.9
40374.06458,735796.0646,8.9
40374.10625,735796.1063,8.9
40374.14792,735796.1479,8.3
40374.18958,735796.1896,8.3
40374.23125,735796.2313,7.8
40374.27292,735796.2729,7.8
40374.31458,735796.3146,7.8
40374.35625,735796.3563,9.4
40374.39792,735796.3979,10
40374.43958,735796.4396,10.6
40374.48125,735796.4813,10.6
40374.52292,735796.5229,11.1
40374.56458,735796.5646,12.2
40374.60625,735796.6063,12.8
40374.64792,735796.6479,13.3
40374.68958,735796.6896,13.9
40374.73125,735796.7313,13.3
40374.77292,735796.7729,12.8
40374.81458,735796.8146,13.3
40374.85625,735796.8563,12.2
40374.89792,735796.8979,12.2
40374.93958,735796.9396,11.1
40374.98125,735796.9813,10
40375.02292,735797.0229,9.4
40375.06458,735797.0646,8.3
40375.10625,735797.1063,7.8
40375.14792,735797.1479,6.7
40375.18958,735797.1896,6.1
40375.23125,735797.2313,5.6
40375.27292,735797.2729,5
40375.31458,735797.3146,5.6
40375.35625,735797.3563,7.2
40375.39792,735797.3979,6.7
40375.43958,735797.4396,8.3
40375.48125,735797.4813,8.3
40375.52292,735797.5229,9.4
40375.56458,735797.5646,10
40375.60625,735797.6063,11.1
40375.64792,735797.6479,12.2
40375.68958,735797.6896,12.8
40375.73125,735797.7313,12.8
40375.77292,735797.7729,12.8
40375.81458,735797.8146,12.8
40375.85625,735797.8563,12.8
40375.89792,735797.8979,11.1
40375.93958,735797.9396,10.6
40375.98125,735797.9813,10
40376.02292,735798.0229,9.4
40376.06458,735798.0646,8.9
40376.10625,735798.1063,8.3
40376.14792,735798.1479,7.8
40376.18958,735798.1896,6.7
40376.23125,735798.2313,5.6
40376.27292,735798.2729,5.6
40376.31458,735798.3146,5.6
40376.35625,735798.3563,6.7
40376.39792,735798.3979,7.2
40376.43958,735798.4396,7.8
40376.48125,735798.4813,8.9
40376.52292,735798.5229,10.6
40376.56458,735798.5646,11.1
40376.60625,735798.6063,11.7
40376.64792,735798.6479,12.2
40376.68958,735798.6896,12.8
40376.73125,735798.7313,13.3
40376.77292,735798.7729,12.2
40376.81458,735798.8146,13.3
40376.85625,735798.8563,12.2
40376.89792,735798.8979,12.2
40376.93958,735798.9396,11.1
40376.98125,735798.9813,11.1
40377.02292,735799.0229,11.1
40377.06458,735799.0646,11.1
40377.10625,735799.1063,10.6
40377.14792,735799.1479,10
40377.18958,735799.1896,9.4
40377.23125,735799.2313,8.9
40377.27292,735799.2729,8.9
40377.31458,735799.3146,8.9
40377.35625,735799.3563,8.9
40377.39792,735799.3979,9.4
40377.43958,735799.4396,11.1
40377.48125,735799.4813,11.7
40377.52292,735799.5229,12.2
40377.56458,735799.5646,11.7
40377.60625,735799.6063,11.1
40377.64792,735799.6479,8.9
40377.68958,735799.6896,7.2
40377.73125,735799.7313,6.7
40377.77292,735799.7729,6.1
40377.81458,735799.8146,6.1
40377.85625,735799.8563,5.6
40377.89792,735799.8979,5
40377.93958,735799.9396,5
40377.98125,735799.9813,4.4
40378.02292,735800.0229,4.4
40378.06458,735800.0646,4.4
40378.10625,735800.1063,4.4
40378.14792,735800.1479,3.9
40378.18958,735800.1896,4.4
40378.23125,735800.2313,4.4
40378.27292,735800.2729,4.4
40378.31458,735800.3146,3.9
40378.35625,735800.3563,5
40378.39792,735800.3979,5.6
40378.43958,735800.4396,6.1
40378.48125,735800.4813,6.7
40378.52292,735800.5229,6.1
40378.56458,735800.5646,6.1
40378.60625,735800.6063,6.1
40378.64792,735800.6479,7.2
40378.68958,735800.6896,7.2
40378.73125,735800.7313,7.8
40378.77292,735800.7729,8.3
40378.81458,735800.8146,8.3
40378.85625,735800.8563,8.3
40378.89792,735800.8979,7.2
40378.93958,735800.9396,7.2
40378.98125,735800.9813,7.2
40379.02292,735801.0229,7.2
40379.06458,735801.0646,7.8
40379.10625,735801.1063,7.2
40379.14792,735801.1479,7.8
40379.18958,735801.1896,7.2
40379.23125,735801.2313,7.2
40379.27292,735801.2729,6.7
40379.31458,735801.3146,7.2
40379.35625,735801.3563,8.3
40379.39792,735801.3979,8.3
40379.43958,735801.4396,7.2
40379.48125,735801.4813,8.9
40379.52292,735801.5229,10
40379.56458,735801.5646,11.1
40379.60625,735801.6063,11.7
40379.64792,735801.6479,12.2
40379.68958,735801.6896,12.8
40379.73125,735801.7313,13.3
40379.77292,735801.7729,13.3
40379.81458,735801.8146,13.3
40379.85625,735801.8563,12.8
40379.89792,735801.8979,12.8
40379.93958,735801.9396,11.7
40379.98125,735801.9813,11.1
40380.02292,735802.0229,11.1
40380.06458,735802.0646,11.1
40380.10625,735802.1063,10.6
40380.14792,735802.1479,10.6
40380.18958,735802.1896,10
40380.23125,735802.2313,10
40380.27292,735802.2729,10
40380.31458,735802.3146,10
40380.35625,735802.3563,11.1
40380.39792,735802.3979,11.7
40380.43958,735802.4396,11.7
40380.48125,735802.4813,12.2
40380.52292,735802.5229,12.8
40380.56458,735802.5646,13.9
40380.60625,735802.6063,13.9
40380.64792,735802.6479,14.4
40380.68958,735802.6896,15
40380.73125,735802.7313,14.4
40380.77292,735802.7729,15
40380.81458,735802.8146,13.9
40380.85625,735802.8563,13.9
40380.89792,735802.8979,12.8
40380.93958,735802.9396,11.7
40380.98125,735802.9813,10
40381.02292,735803.0229,9.4
40381.06458,735803.0646,9.4
40381.10625,735803.1063,8.9
40381.14792,735803.1479,8.9
40381.18958,735803.1896,8.9
40381.23125,735803.2313,8.9
40381.27292,735803.2729,8.3
40381.31458,735803.3146,8.3
40381.35625,735803.3563,8.9
40381.39792,735803.3979,7.8
40381.43958,735803.4396,7.2
40381.48125,735803.4813,6.7
40381.52292,735803.5229,6.7
40381.56458,735803.5646,6.7
40381.60625,735803.6063,5.6
40381.64792,735803.6479,5.6
40381.68958,735803.6896,6.1
40381.73125,735803.7313,6.1
40381.77292,735803.7729,5.6
40381.81458,735803.8146,6.1
40381.85625,735803.8563,5.6
40381.89792,735803.8979,5.6
40381.93958,735803.9396,5.6
40381.98125,735803.9813,5.6
40382.02292,735804.0229,5
40382.06458,735804.0646,5.6
40382.10625,735804.1063,5.6
40382.14792,735804.1479,5.6
40382.18958,735804.1896,5.6
40382.23125,735804.2313,5
40382.27292,735804.2729,5.6
40382.31458,735804.3146,5.6
40382.35625,735804.3563,5.6
40382.39792,735804.3979,6.1
40382.43958,735804.4396,6.1
40382.48125,735804.4813,6.7
40382.52292,735804.5229,7.8
40382.56458,735804.5646,7.8
40382.60625,735804.6063,8.9
40382.64792,735804.6479,10
40382.68958,735804.6896,10.6
40382.73125,735804.7313,9.4
40382.77292,735804.7729,9.4
40382.81458,735804.8146,8.3
40382.85625,735804.8563,7.8
40382.89792,735804.8979,7.2
40382.93958,735804.9396,6.7
40382.98125,735804.9813,6.7
40383.02292,735805.0229,6.7
40383.06458,735805.0646,6.1
40383.10625,735805.1063,6.1
40383.14792,735805.1479,5.6
40383.18958,735805.1896,5.6
40383.23125,735805.2313,5.6
40383.27292,735805.2729,5.6
40383.31458,735805.3146,5
40383.35625,735805.3563,5
40383.39792,735805.3979,5
40383.43958,735805.4396,5
40383.48125,735805.4813,5
40383.52292,735805.5229,6.1
40383.56458,735805.5646,6.1
40383.60625,735805.6063,7.2
40383.64792,735805.6479,7.2
40383.68958,735805.6896,6.7
40383.73125,735805.7313,6.1
40383.77292,735805.7729,6.1
40383.81458,735805.8146,6.7
40383.85625,735805.8563,6.1
40383.89792,735805.8979,5.6
40383.93958,735805.9396,5.6
40383.98125,735805.9813,5.6
40384.02292,735806.0229,5.6
40384.06458,735806.0646,5.6
40384.10625,735806.1063,5.6
40384.14792,735806.1479,5.6
40384.18958,735806.1896,5.6
40384.23125,735806.2313,5.6
40384.27292,735806.2729,5
40384.31458,735806.3146,5
40384.35625,735806.3563,5.6
40384.39792,735806.3979,6.1
40384.43958,735806.4396,7.2
40384.48125,735806.4813,7.2
40384.52292,735806.5229,7.8
40384.56458,735806.5646,10
40384.60625,735806.6063,11.1
40384.64792,735806.6479,10
40384.68958,735806.6896,9.4
40384.73125,735806.7313,8.3
40384.77292,735806.7729,7.8
40384.81458,735806.8146,7.8
40384.85625,735806.8563,7.2
40384.89792,735806.8979,6.7
40384.93958,735806.9396,6.7
40384.98125,735806.9813,7.2
40385.02292,735807.0229,6.1
40385.06458,735807.0646,6.7
40385.10625,735807.1063,6.7
40385.14792,735807.1479,5.6
40385.18958,735807.1896,5
40385.23125,735807.2313,5
40385.27292,735807.2729,4.4
40385.31458,735807.3146,5
40385.35625,735807.3563,5.6
40385.39792,735807.3979,6.1
40385.43958,735807.4396,6.1
40385.48125,735807.4813,6.1
40385.52292,735807.5229,6.1
40385.56458,735807.5646,6.1
40385.60625,735807.6063,5
40385.64792,735807.6479,5.6
40385.68958,735807.6896,6.1
40385.73125,735807.7313,7.2
40385.77292,735807.7729,7.8
40385.81458,735807.8146,7.8
40385.85625,735807.8563,7.8
40385.89792,735807.8979,7.8
40385.93958,735807.9396,7.8
40385.98125,735807.9813,7.2
40386.02292,735808.0229,7.2
40386.06458,735808.0646,7.2
40386.10625,735808.1063,6.7
40386.14792,735808.1479,6.1
40386.18958,735808.1896,5.6
40386.23125,735808.2313,5
40386.27292,735808.2729,5
40386.31458,735808.3146,5
40386.35625,735808.3563,5
40386.39792,735808.3979,5.6
40386.43958,735808.4396,6.1
40386.48125,735808.4813,6.7
40386.52292,735808.5229,7.2
40386.56458,735808.5646,7.2
40386.60625,735808.6063,8.3
40386.64792,735808.6479,8.9
40386.68958,735808.6896,10
40386.73125,735808.7313,10.6
40386.77292,735808.7729,11.1
40386.81458,735808.8146,11.1
40386.85625,735808.8563,11.1
40386.89792,735808.8979,10.6
40386.93958,735808.9396,9.4
40386.98125,735808.9813,9.4
40387.02292,735809.0229,9.4
40387.06458,735809.0646,9.4
40387.10625,735809.1063,8.9
40387.14792,735809.1479,8.3
40387.18958,735809.1896,7.8
40387.23125,735809.2313,7.2
40387.27292,735809.2729,7.2
40387.31458,735809.3146,6.7
40387.35625,735809.3563,6.1
40387.39792,735809.3979,6.7
40387.43958,735809.4396,7.8
40387.48125,735809.4813,7.8
40387.52292,735809.5229,8.3
40387.56458,735809.5646,7.2
40387.60625,735809.6063,7.2
40387.64792,735809.6479,7.2
40387.68958,735809.6896,7.8
40387.73125,735809.7313,7.8
40387.77292,735809.7729,7.8
40387.81458,735809.8146,7.2
40387.85625,735809.8563,7.8
40387.89792,735809.8979,7.8
40387.93958,735809.9396,7.8
40387.98125,735809.9813,7.2
40388.02292,735810.0229,7.2
40388.06458,735810.0646,6.7
40388.10625,735810.1063,6.7
40388.14792,735810.1479,6.1
40388.18958,735810.1896,6.1
40388.23125,735810.2313,6.1
40388.27292,735810.2729,6.1
40388.31458,735810.3146,6.1
40388.35625,735810.3563,6.1
40388.39792,735810.3979,6.1
40388.43958,735810.4396,6.1
40388.48125,735810.4813,7.2
40388.52292,735810.5229,8.3
40388.56458,735810.5646,8.9
40388.60625,735810.6063,8.9
40388.64792,735810.6479,8.9
40388.68958,735810.6896,8.9
40388.73125,735810.7313,10
40388.77292,735810.7729,10.6
40388.81458,735810.8146,10
40388.85625,735810.8563,9.4
40388.89792,735810.8979,8.9
40388.93958,735810.9396,7.8
40388.98125,735810.9813,7.2
40389.02292,735811.0229,7.2
40389.06458,735811.0646,7.8
40389.10625,735811.1063,7.2
40389.14792,735811.1479,7.2
40389.18958,735811.1896,6.7
40389.23125,735811.2313,6.1
40389.27292,735811.2729,6.1
40389.31458,735811.3146,6.1
40389.35625,735811.3563,7.2
40389.39792,735811.3979,8.3
40389.43958,735811.4396,8.9
40389.48125,735811.4813,9.4
40389.52292,735811.5229,10.6
40389.56458,735811.5646,11.7
40389.60625,735811.6063,11.7
40389.64792,735811.6479,12.2
40389.68958,735811.6896,12.8
40389.73125,735811.7313,13.3
40389.77292,735811.7729,13.3
40389.81458,735811.8146,12.8
40389.85625,735811.8563,12.8
40389.89792,735811.8979,12.2
40389.93958,735811.9396,11.1
40389.98125,735811.9813,11.1
40390.02292,735812.0229,10.6
40390.06458,735812.0646,9.4
40390.10625,735812.1063,9.4
40390.14792,735812.1479,8.9
40390.18958,735812.1896,7.8
40390.23125,735812.2313,7.8
40390.27292,735812.2729,7.8
40390.31458,735812.3146,8.3
40390.35625,735812.3563,8.9
40390.39792,735812.3979,10
40390.43958,735812.4396,10
40390.48125,735812.4813,11.7
40390.52292,735812.5229,11.7
40390.56458,735812.5646,12.2
40390.60625,735812.6063,12.8
40390.64792,735812.6479,13.3
40390.68958,735812.6896,13.9
40390.73125,735812.7313,12.2
40390.77292,735812.7729,12.2
40390.81458,735812.8146,12.2
40390.85625,735812.8563,12.2
40390.89792,735812.8979,11.7
40390.93958,735812.9396,11.7
40390.98125,735812.9813,11.1
40391.02292,735813.0229,10.6
40391.06458,735813.0646,10
40391.10625,735813.1063,9.4
40391.14792,735813.1479,8.9
40391.18958,735813.1896,8.3
40391.23125,735813.2313,7.8
40391.27292,735813.2729,7.8
40391.31458,735813.3146,7.8
40391.35625,735813.3563,8.9
40391.39792,735813.3979,9.4
40391.43958,735813.4396,10.6
40391.48125,735813.4813,11.7
40391.52292,735813.5229,12.2
40391.56458,735813.5646,12.8
40391.60625,735813.6063,14.4
40391.64792,735813.6479,13.9
40391.68958,735813.6896,13.9
40391.73125,735813.7313,15
40391.77292,735813.7729,15
40391.81458,735813.8146,15
40391.85625,735813.8563,14.4
40391.89792,735813.8979,13.9
40391.93958,735813.9396,13.3
40391.98125,735813.9813,12.8
40392.02292,735814.0229,12.2
40392.06458,735814.0646,12.2
40392.10625,735814.1063,11.7
40392.14792,735814.1479,11.1
40392.18958,735814.1896,10
40392.23125,735814.2313,7.8
40392.27292,735814.2729,7.2
40392.31458,735814.3146,7.2
40392.35625,735814.3563,8.3
40392.39792,735814.3979,9.4
40392.43958,735814.4396,11.1
40392.48125,735814.4813,11.7
40392.52292,735814.5229,13.3
40392.56458,735814.5646,13.3
40392.60625,735814.6063,12.8
40392.64792,735814.6479,12.2
40392.68958,735814.6896,12.2
40392.73125,735814.7313,11.1
40392.77292,735814.7729,10.6
40392.81458,735814.8146,11.1
40392.85625,735814.8563,11.1
40392.89792,735814.8979,10.6
40392.93958,735814.9396,10
40392.98125,735814.9813,10.6
40393.02292,735815.0229,10
40393.06458,735815.0646,10
40393.10625,735815.1063,10
40393.14792,735815.1479,8.9
40393.18958,735815.1896,8.3
40393.23125,735815.2313,8.3
40393.27292,735815.2729,7.8
40393.31458,735815.3146,7.8
40393.35625,735815.3563,7.8
40393.39792,735815.3979,7.2
40393.43958,735815.4396,7.2
40393.48125,735815.4813,7.8
40393.52292,735815.5229,8.9
40393.56458,735815.5646,10.6
40393.60625,735815.6063,12.2
40393.64792,735815.6479,13.9
40393.68958,735815.6896,11.7
40393.73125,735815.7313,10.6
40393.77292,735815.7729,12.2
40393.81458,735815.8146,10.6
40393.85625,735815.8563,8.9
40393.89792,735815.8979,8.9
40393.93958,735815.9396,8.3
40393.98125,735815.9813,7.2
40394.02292,735816.0229,7.8
40394.06458,735816.0646,7.2
40394.10625,735816.1063,6.7
40394.14792,735816.1479,6.7
40394.18958,735816.1896,6.1
40394.23125,735816.2313,6.1
40394.27292,735816.2729,6.7
40394.31458,735816.3146,6.1
40394.35625,735816.3563,5
40394.39792,735816.3979,5
40394.43958,735816.4396,7.2
40394.48125,735816.4813,8.9
40394.52292,735816.5229,8.9
40394.56458,735816.5646,10.6
40394.60625,735816.6063,10.6
40394.64792,735816.6479,11.1
40394.68958,735816.6896,10
40394.73125,735816.7313,10
40394.77292,735816.7729,10.6
40394.81458,735816.8146,10
40394.85625,735816.8563,9.4
40394.89792,735816.8979,8.3
40394.93958,735816.9396,7.8
40394.98125,735816.9813,7.2
40395.02292,735817.0229,7.2
40395.06458,735817.0646,6.7
40395.10625,735817.1063,6.1
40395.14792,735817.1479,6.1
40395.18958,735817.1896,6.1
40395.23125,735817.2313,5.6
40395.27292,735817.2729,5.6
40395.31458,735817.3146,5.6
40395.35625,735817.3563,5.6
40395.39792,735817.3979,5.6
40395.43958,735817.4396,6.1
40395.48125,735817.4813,6.7
40395.52292,735817.5229,8.3
40395.56458,735817.5646,7.2
40395.60625,735817.6063,7.8
40395.64792,735817.6479,7.8
40395.68958,735817.6896,8.9
40395.73125,735817.7313,9.4
40395.77292,735817.7729,8.3
40395.81458,735817.8146,8.3
40395.85625,735817.8563,7.8
40395.89792,735817.8979,7.2
40395.93958,735817.9396,7.8
40395.98125,735817.9813,7.2
40396.02292,735818.0229,6.7
40396.06458,735818.0646,6.1
40396.10625,735818.1063,5.6
40396.14792,735818.1479,5.6
40396.18958,735818.1896,5.6
40396.23125,735818.2313,5.6
40396.27292,735818.2729,5.6
40396.31458,735818.3146,5.6
40396.35625,735818.3563,6.1
40396.39792,735818.3979,5.6
40396.43958,735818.4396,6.1
40396.48125,735818.4813,6.7
40396.52292,735818.5229,6.7
40396.56458,735818.5646,7.8
40396.60625,735818.6063,7.2
40396.64792,735818.6479,7.8
40396.68958,735818.6896,8.3
40396.73125,735818.7313,9.4
40396.77292,735818.7729,8.3
40396.81458,735818.8146,7.8
40396.85625,735818.8563,7.8
40396.89792,735818.8979,7.2
40396.93958,735818.9396,7.2
40396.98125,735818.9813,6.7
40397.02292,735819.0229,6.1
40397.06458,735819.0646,6.1
40397.10625,735819.1063,6.1
40397.14792,735819.1479,6.1
40397.18958,735819.1896,6.1
40397.23125,735819.2313,6.1
40397.27292,735819.2729,6.1
40397.31458,735819.3146,6.1
40397.35625,735819.3563,6.1
40397.39792,735819.3979,6.1
40397.43958,735819.4396,7.2
40397.48125,735819.4813,7.8
40397.52292,735819.5229,7.2
40397.56458,735819.5646,7.8
40397.60625,735819.6063,8.3
40397.64792,735819.6479,8.9
40397.68958,735819.6896,8.9
40397.73125,735819.7313,8.9
40397.77292,735819.7729,9.4
40397.81458,735819.8146,9.4
40397.85625,735819.8563,8.9
40397.89792,735819.8979,8.9
40397.93958,735819.9396,8.3
40397.98125,735819.9813,8.9
40398.02292,735820.0229,8.9
40398.06458,735820.0646,8.3
40398.10625,735820.1063,8.3
40398.14792,735820.1479,7.8
40398.18958,735820.1896,8.3
40398.23125,735820.2313,7.8
40398.27292,735820.2729,8.3
40398.31458,735820.3146,8.9
40398.35625,735820.3563,8.9
40398.39792,735820.3979,10
40398.43958,735820.4396,9.4
40398.48125,735820.4813,10
40398.52292,735820.5229,11.7
40398.56458,735820.5646,12.2
40398.60625,735820.6063,12.2
40398.64792,735820.6479,11.7
40398.68958,735820.6896,12.2
40398.73125,735820.7313,11.1
40398.77292,735820.7729,10.6
40398.81458,735820.8146,10
40398.85625,735820.8563,10
40398.89792,735820.8979,10.6
40398.93958,735820.9396,10
40398.98125,735820.9813,10
40399.02292,735821.0229,9.4
40399.06458,735821.0646,8.9
40399.10625,735821.1063,7.8
40399.14792,735821.1479,7.2
40399.18958,735821.1896,7.8
40399.23125,735821.2313,8.3
40399.27292,735821.2729,8.9
40399.31458,735821.3146,10
40399.35625,735821.3563,10
40399.39792,735821.3979,10.6
40399.43958,735821.4396,11.1
40399.48125,735821.4813,11.7
40399.52292,735821.5229,12.2
40399.56458,735821.5646,12.8
40399.60625,735821.6063,13.3
40399.64792,735821.6479,14.4
40399.68958,735821.6896,15
40399.73125,735821.7313,14.4
40399.77292,735821.7729,13.3
40399.81458,735821.8146,12.8
40399.85625,735821.8563,12.2
40399.89792,735821.8979,11.7
40399.93958,735821.9396,11.1
40399.98125,735821.9813,8.9
40400.02292,735822.0229,8.3
40400.06458,735822.0646,9.4
40400.10625,735822.1063,10
40400.14792,735822.1479,9.4
40400.18958,735822.1896,10
40400.23125,735822.2313,10.6
40400.27292,735822.2729,10
40400.31458,735822.3146,8.9
40400.35625,735822.3563,8.9
40400.39792,735822.3979,9.4
40400.43958,735822.4396,10
40400.48125,735822.4813,11.1
40400.52292,735822.5229,11.7
40400.56458,735822.5646,12.2
40400.60625,735822.6063,12.8
40400.64792,735822.6479,12.2
40400.68958,735822.6896,11.7
40400.73125,735822.7313,11.1
40400.77292,735822.7729,11.1
40400.81458,735822.8146,10.6
40400.85625,735822.8563,10
40400.89792,735822.8979,9.4
40400.93958,735822.9396,8.9
40400.98125,735822.9813,8.9
40401.02292,735823.0229,8.3
40401.06458,735823.0646,8.3
40401.10625,735823.1063,8.3
40401.14792,735823.1479,8.3
40401.18958,735823.1896,7.8
40401.23125,735823.2313,7.8
40401.27292,735823.2729,7.8
40401.31458,735823.3146,7.2
40401.35625,735823.3563,7.8
40401.39792,735823.3979,7.8
40401.43958,735823.4396,7.8
40401.48125,735823.4813,7.8
40401.52292,735823.5229,6.7
40401.56458,735823.5646,6.7
40401.60625,735823.6063,6.7
40401.64792,735823.6479,7.2
40401.68958,735823.6896,8.3
40401.73125,735823.7313,8.9
40401.77292,735823.7729,9.4
40401.81458,735823.8146,9.4
40401.85625,735823.8563,9.4
40401.89792,735823.8979,9.4
40401.93958,735823.9396,8.3
40401.98125,735823.9813,8.3
40402.02292,735824.0229,7.8
40402.06458,735824.0646,7.8
40402.10625,735824.1063,7.8
40402.14792,735824.1479,7.8
40402.18958,735824.1896,7.8
40402.23125,735824.2313,7.8
40402.27292,735824.2729,7.8
40402.31458,735824.3146,7.8
40402.35625,735824.3563,7.8
40402.39792,735824.3979,7.8
40402.43958,735824.4396,8.3
40402.48125,735824.4813,7.2
40402.52292,735824.5229,6.1
40402.56458,735824.5646,6.7
40402.60625,735824.6063,6.1
40402.64792,735824.6479,6.1
40402.68958,735824.6896,6.7
40402.73125,735824.7313,7.2
40402.77292,735824.7729,6.7
40402.81458,735824.8146,7.2
40402.85625,735824.8563,7.2
40402.89792,735824.8979,6.7
40402.93958,735824.9396,6.7
40402.98125,735824.9813,7.2
40403.02292,735825.0229,7.8
40403.06458,735825.0646,7.8
40403.10625,735825.1063,8.9
40403.14792,735825.1479,8.9
40403.18958,735825.1896,8.9
40403.23125,735825.2313,9.4
40403.27292,735825.2729,9.4
40403.31458,735825.3146,8.9
40403.35625,735825.3563,8.3
40403.39792,735825.3979,8.3
40403.43958,735825.4396,9.4
40403.48125,735825.4813,8.9
40403.52292,735825.5229,8.9
40403.56458,735825.5646,8.9
40403.60625,735825.6063,8.9
40403.64792,735825.6479,8.3
40403.68958,735825.6896,10
40403.73125,735825.7313,9.4
40403.77292,735825.7729,10.6
40403.81458,735825.8146,9.4
40403.85625,735825.8563,8.3
40403.89792,735825.8979,7.2
40403.93958,735825.9396,7.2
40403.98125,735825.9813,7.8
40404.02292,735826.0229,7.8
40404.06458,735826.0646,8.9
40404.10625,735826.1063,8.3
40404.14792,735826.1479,7.8
40404.18958,735826.1896,7.2
40404.23125,735826.2313,6.7
40404.27292,735826.2729,6.7
40404.31458,735826.3146,6.1
40404.35625,735826.3563,6.1
40404.39792,735826.3979,6.1
40404.43958,735826.4396,6.1
40404.48125,735826.4813,7.2
40404.52292,735826.5229,8.3
40404.56458,735826.5646,8.9
40404.60625,735826.6063,9.4
40404.64792,735826.6479,8.3
40404.68958,735826.6896,8.9
40404.73125,735826.7313,8.3
40404.77292,735826.7729,7.2
40404.81458,735826.8146,6.1
40404.85625,735826.8563,5.6
40404.89792,735826.8979,5.6
40404.93958,735826.9396,5
40404.98125,735826.9813,5.6
40405.02292,735827.0229,5.6
40405.06458,735827.0646,5.6
40405.10625,735827.1063,5
40405.14792,735827.1479,5
40405.18958,735827.1896,5
40405.23125,735827.2313,5
40405.27292,735827.2729,5
40405.31458,735827.3146,5
40405.35625,735827.3563,6.1
40405.39792,735827.3979,6.1
40405.43958,735827.4396,6.7
40405.48125,735827.4813,5.6
40405.52292,735827.5229,5
40405.56458,735827.5646,5
40405.60625,735827.6063,5.6
40405.64792,735827.6479,6.7
40405.68958,735827.6896,7.8
40405.73125,735827.7313,7.8
40405.77292,735827.7729,7.8
40405.81458,735827.8146,7.8
40405.85625,735827.8563,7.2
40405.89792,735827.8979,6.7
40405.93958,735827.9396,5.6
40405.98125,735827.9813,5.6
40406.02292,735828.0229,5.6
40406.06458,735828.0646,5.6
40406.10625,735828.1063,6.7
40406.14792,735828.1479,6.7
40406.18958,735828.1896,6.1
40406.23125,735828.2313,6.7
40406.27292,735828.2729,7.2
40406.31458,735828.3146,8.3
40406.35625,735828.3563,8.9
40406.39792,735828.3979,8.3
40406.43958,735828.4396,7.8
40406.48125,735828.4813,7.8
40406.52292,735828.5229,8.3
40406.56458,735828.5646,8.9
40406.60625,735828.6063,8.3
40406.64792,735828.6479,7.8
40406.68958,735828.6896,6.7
40406.73125,735828.7313,6.7
40406.77292,735828.7729,6.7
40406.81458,735828.8146,7.2
40406.85625,735828.8563,7.8
40406.89792,735828.8979,7.2
40406.93958,735828.9396,6.1
40406.98125,735828.9813,6.1
40407.02292,735829.0229,5.6
40407.06458,735829.0646,5.6
40407.10625,735829.1063,5.6
40407.14792,735829.1479,5.6
40407.18958,735829.1896,5.6
40407.23125,735829.2313,5
40407.27292,735829.2729,5
40407.31458,735829.3146,5
40407.35625,735829.3563,5
40407.39792,735829.3979,5
40407.43958,735829.4396,5
40407.48125,735829.4813,5
40407.52292,735829.5229,5.6
40407.56458,735829.5646,6.1
40407.60625,735829.6063,7.8
40407.64792,735829.6479,7.2
40407.68958,735829.6896,7.8
40407.73125,735829.7313,8.3
40407.77292,735829.7729,7.8
40407.81458,735829.8146,7.8
40407.85625,735829.8563,7.2
40407.89792,735829.8979,6.7
40407.93958,735829.9396,6.7
40407.98125,735829.9813,6.7
40408.02292,735830.0229,6.7
40408.06458,735830.0646,6.7
40408.10625,735830.1063,6.1
40408.14792,735830.1479,6.1
40408.18958,735830.1896,6.1
40408.27292,735830.2729,5.6
40408.31458,735830.3146,5.6
40408.35625,735830.3563,5.6
40408.39792,735830.3979,6.1
40408.43958,735830.4396,7.2
40408.48125,735830.4813,8.3
40408.52292,735830.5229,8.9
40408.56458,735830.5646,9.4
40408.60625,735830.6063,10.6
40408.64792,735830.6479,11.1
40408.68958,735830.6896,11.7
40408.73125,735830.7313,11.7
40408.77292,735830.7729,11.1
40408.81458,735830.8146,10.6
40408.85625,735830.8563,10.6
40408.89792,735830.8979,9.4
40408.93958,735830.9396,8.9
40408.98125,735830.9813,8.9
40409.02292,735831.0229,8.9
40409.06458,735831.0646,8.9
40409.10625,735831.1063,8.3
40409.14792,735831.1479,8.3
40409.18958,735831.1896,7.8
40409.23125,735831.2313,7.2
40409.27292,735831.2729,7.2
40409.31458,735831.3146,7.2
40409.35625,735831.3563,7.8
40409.39792,735831.3979,8.9
40409.43958,735831.4396,9.4
