GGLA2 GATES GLACIER 61.602889 -143.013211 1237 m RAWS,,,,,,,,
Data provided by: Bureau of Land Management & Denali National Park,,,,,,,,
MesoWest Disclaimer,,,,,,,,
,,,,,,,,
Metric Units   Variable Descriptions,,,,,,,,
TMZN,DATE,DATENUM_EXCEL,MATLAB_DATENUM,DAYS_SINCE_START,TMPC,RELH,PREC,SNOW
AKD,4/27/14 22:33,40294.93958,735716.9396,26.91666667,1.1,40,0,135.89
AKD,4/27/14 23:33,40294.98125,735716.9813,26.95833333,1.1,48,0,135.64
AKD,4/28/14 0:33,40295.02292,735717.0229,27,1.1,46,0,135.89
AKD,4/28/14 1:33,40295.06458,735717.0646,27.04166667,0.6,53,0,135.89
AKD,4/28/14 2:33,40295.10625,735717.1063,27.08333333,0,51,0,135.89
AKD,4/28/14 3:33,40295.14792,735717.1479,27.125,0,59,0,135.64
AKD,4/28/14 4:33,40295.18958,735717.1896,27.16666667,-0.6,59,0,135.64
AKD,4/28/14 5:33,40295.23125,735717.2313,27.20833333,-0.6,56,0,135.64
AKD,4/28/14 6:33,40295.27292,735717.2729,27.25,-1.1,61,0,135.64
AKD,4/28/14 7:33,40295.31458,735717.3146,27.29166667,-1.1,57,0,135.64
AKD,4/28/14 8:33,40295.35625,735717.3563,27.33333333,0.6,47,0,135.38
AKD,4/28/14 9:33,40295.39792,735717.3979,27.375,2.2,48,0,135.38
AKD,4/28/14 10:33,40295.43958,735717.4396,27.41666667,1.1,55,0,135.38
AKD,4/28/14 11:33,40295.48125,735717.4813,27.45833333,2.2,53,0,135.64
AKD,4/28/14 12:33,40295.52292,735717.5229,27.5,2.2,53,0,135.38
AKD,4/28/14 13:33,40295.56458,735717.5646,27.54166667,2.8,53,0,135.38
AKD,4/28/14 14:33,40295.60625,735717.6063,27.58333333,1.1,71,0,135.38
AKD,4/28/14 15:33,40295.64792,735717.6479,27.625,0.6,79,0,135.13
AKD,4/28/14 16:33,40295.68958,735717.6896,27.66666667,0,74,0,135.13
AKD,4/28/14 17:33,40295.73125,735717.7313,27.70833333,1.1,72,0,135.64
AKD,4/28/14 18:33,40295.77292,735717.7729,27.75,2.2,62,0,135.13
AKD,4/28/14 19:33,40295.81458,735717.8146,27.79166667,1.7,71,0,135.38
AKD,4/28/14 20:33,40295.85625,735717.8563,27.83333333,1.1,66,0,135.38
AKD,4/28/14 21:33,40295.89792,735717.8979,27.875,0.6,71,0,135.38
AKD,4/28/14 22:33,40295.93958,735717.9396,27.91666667,0,70,0,135.38
AKD,4/28/14 23:33,40295.98125,735717.9813,27.95833333,-0.6,67,0,135.38
AKD,4/29/14 0:33,40296.02292,735718.0229,28,-0.6,68,0,135.13
AKD,4/29/14 1:33,40296.06458,735718.0646,28.04166667,-0.6,64,0,135.38
AKD,4/29/14 2:33,40296.10625,735718.1063,28.08333333,-1.1,64,0,135.38
AKD,4/29/14 3:33,40296.14792,735718.1479,28.125,-1.7,68,0,135.13
AKD,4/29/14 4:33,40296.18958,735718.1896,28.16666667,-1.7,65,0,135.38
AKD,4/29/14 5:33,40296.23125,735718.2313,28.20833333,-1.7,65,0,135.13
AKD,4/29/14 6:33,40296.27292,735718.2729,28.25,-1.7,66,0,135.13
AKD,4/29/14 7:33,40296.31458,735718.3146,28.29166667,-1.7,71,0,135.13
AKD,4/29/14 8:33,40296.35625,735718.3563,28.33333333,-0.6,66,0,135.13
AKD,4/29/14 9:33,40296.39792,735718.3979,28.375,-1.1,58,0,135.13
AKD,4/29/14 10:33,40296.43958,735718.4396,28.41666667,0.6,56,0,135.13
AKD,4/29/14 11:33,40296.48125,735718.4813,28.45833333,1.1,56,0,134.87
AKD,4/29/14 12:33,40296.52292,735718.5229,28.5,1.7,62,0,134.62
AKD,4/29/14 13:33,40296.56458,735718.5646,28.54166667,1.1,64,0,134.87
AKD,4/29/14 14:33,40296.60625,735718.6063,28.58333333,1.7,59,0,134.87
AKD,4/29/14 15:33,40296.64792,735718.6479,28.625,2.2,58,0,134.87
AKD,4/29/14 16:33,40296.68958,735718.6896,28.66666667,3.3,58,0,134.62
AKD,4/29/14 17:33,40296.73125,735718.7313,28.70833333,2.2,56,0,134.11
AKD,4/29/14 18:33,40296.77292,735718.7729,28.75,2.2,60,0,134.37
AKD,4/29/14 19:33,40296.81458,735718.8146,28.79166667,1.1,76,0,134.11
AKD,4/29/14 20:33,40296.85625,735718.8563,28.83333333,0,91,0,134.11
AKD,4/29/14 21:33,40296.89792,735718.8979,28.875,0,88,0,134.11
AKD,4/29/14 22:33,40296.93958,735718.9396,28.91666667,0,92,0,134.37
AKD,4/29/14 23:33,40296.98125,735718.9813,28.95833333,-0.6,92,0,134.62
AKD,4/30/14 0:33,40297.02292,735719.0229,29,0,83,0,134.87
AKD,4/30/14 1:33,40297.06458,735719.0646,29.04166667,-0.6,82,0,134.87
AKD,4/30/14 2:33,40297.10625,735719.1063,29.08333333,-0.6,82,0,135.38
AKD,4/30/14 3:33,40297.14792,735719.1479,29.125,-1.1,80,0,135.13
AKD,4/30/14 4:33,40297.18958,735719.1896,29.16666667,-1.1,82,0,134.87
AKD,4/30/14 5:33,40297.23125,735719.2313,29.20833333,-1.1,80,0,134.87
AKD,4/30/14 6:33,40297.27292,735719.2729,29.25,-1.1,71,0,134.87
AKD,4/30/14 7:33,40297.31458,735719.3146,29.29166667,-1.1,76,0,134.87
AKD,4/30/14 8:33,40297.35625,735719.3563,29.33333333,0,61,0.03,134.87
AKD,4/30/14 9:33,40297.39792,735719.3979,29.375,1.7,54,0,134.37
AKD,4/30/14 10:33,40297.43958,735719.4396,29.41666667,2.2,55,0.03,134.37
AKD,4/30/14 11:33,40297.48125,735719.4813,29.45833333,2.8,58,0,134.62
AKD,4/30/14 12:33,40297.52292,735719.5229,29.5,2.8,50,0,133.86
AKD,4/30/14 13:33,40297.56458,735719.5646,29.54166667,2.8,52,0,134.11
AKD,4/30/14 14:33,40297.60625,735719.6063,29.58333333,3.9,43,0,133.35
AKD,4/30/14 15:33,40297.64792,735719.6479,29.625,4.4,45,0,133.35
AKD,4/30/14 16:33,40297.68958,735719.6896,29.66666667,5,44,0,132.84
AKD,4/30/14 17:33,40297.73125,735719.7313,29.70833333,5,45,0,132.84
AKD,4/30/14 18:33,40297.77292,735719.7729,29.75,4.4,46,0,132.84
AKD,4/30/14 19:33,40297.81458,735719.8146,29.79166667,3.9,45,0,132.59
AKD,4/30/14 20:33,40297.85625,735719.8563,29.83333333,3.9,47,0,132.84
AKD,4/30/14 21:33,40297.89792,735719.8979,29.875,3.3,54,0,132.84
AKD,4/30/14 22:33,40297.93958,735719.9396,29.91666667,2.8,46,0,132.59
AKD,4/30/14 23:33,40297.98125,735719.9813,29.95833333,2.8,43,0,132.59
AKD,5/1/14 0:33,40298.02292,735720.0229,30,2.8,43,0,132.59
AKD,5/1/14 1:33,40298.06458,735720.0646,30.04166667,2.8,44,0,132.84
AKD,5/1/14 2:33,40298.10625,735720.1063,30.08333333,2.2,51,0,132.84
AKD,5/1/14 3:33,40298.14792,735720.1479,30.125,1.7,51,0,132.59
AKD,5/1/14 4:33,40298.18958,735720.1896,30.16666667,1.7,51,0,132.33
AKD,5/1/14 5:33,40298.23125,735720.2313,30.20833333,1.1,57,0,132.59
AKD,5/1/14 6:33,40298.27292,735720.2729,30.25,1.1,58,0,132.59
AKD,5/1/14 7:33,40298.31458,735720.3146,30.29166667,0.6,55,0,132.33
AKD,5/1/14 8:33,40298.35625,735720.3563,30.33333333,1.1,60,0,132.33
AKD,5/1/14 9:33,40298.39792,735720.3979,30.375,1.7,55,0,132.33
AKD,5/1/14 10:33,40298.43958,735720.4396,30.41666667,3.3,53,0,132.08
AKD,5/1/14 11:33,40298.48125,735720.4813,30.45833333,2.2,55,0,132.33
AKD,5/1/14 12:33,40298.52292,735720.5229,30.5,3.9,48,0,132.33
AKD,5/1/14 13:33,40298.56458,735720.5646,30.54166667,5,47,0,132.08
AKD,5/1/14 14:33,40298.60625,735720.6063,30.58333333,5.6,43,0,131.57
AKD,5/1/14 15:33,40298.64792,735720.6479,30.625,7.8,36,0,131.32
AKD,5/1/14 16:33,40298.68958,735720.6896,30.66666667,8.3,40,0,130.81
AKD,5/1/14 17:33,40298.73125,735720.7313,30.70833333,8.3,33,0,130.05
AKD,5/1/14 18:33,40298.77292,735720.7729,30.75,8.3,35,0,129.79
AKD,5/1/14 19:33,40298.81458,735720.8146,30.79166667,7.8,38,0,129.54
AKD,5/1/14 20:33,40298.85625,735720.8563,30.83333333,7.2,42,0,129.29
AKD,5/1/14 21:33,40298.89792,735720.8979,30.875,6.7,51,0,129.54
AKD,5/1/14 22:33,40298.93958,735720.9396,30.91666667,6.1,43,0,129.54
AKD,5/1/14 23:33,40298.98125,735720.9813,30.95833333,6.1,46,0,129.29
AKD,5/2/14 0:33,40299.02292,735721.0229,31,6.1,48,0,129.29
AKD,5/2/14 1:33,40299.06458,735721.0646,31.04166667,5.6,45,0,129.03
AKD,5/2/14 2:33,40299.10625,735721.1063,31.08333333,5.6,44,0,129.29
AKD,5/2/14 3:33,40299.14792,735721.1479,31.125,5.6,48,0,129.03
AKD,5/2/14 4:33,40299.18958,735721.1896,31.16666667,5.6,48,0,129.03
AKD,5/2/14 5:33,40299.23125,735721.2313,31.20833333,5.6,50,0,129.03
AKD,5/2/14 6:33,40299.27292,735721.2729,31.25,5.6,47,0,128.78
AKD,5/2/14 7:33,40299.31458,735721.3146,31.29166667,6.1,40,0,129.03
AKD,5/2/14 8:33,40299.35625,735721.3563,31.33333333,6.7,42,0,128.78
AKD,5/2/14 9:33,40299.39792,735721.3979,31.375,7.2,37,0,128.52
AKD,5/2/14 10:33,40299.43958,735721.4396,31.41666667,8.3,35,0,128.27
AKD,5/2/14 11:33,40299.48125,735721.4813,31.45833333,9.4,34,0,128.02
AKD,5/2/14 12:33,40299.52292,735721.5229,31.5,9.4,37,0,128.27
AKD,5/2/14 13:33,40299.56458,735721.5646,31.54166667,8.9,39,0,127.51
AKD,5/2/14 14:33,40299.60625,735721.6063,31.58333333,8.9,46,0,126.49
AKD,5/2/14 15:33,40299.64792,735721.6479,31.625,9.4,28,0,125.73
AKD,5/2/14 16:33,40299.68958,735721.6896,31.66666667,9.4,37,0,125.48
AKD,5/2/14 17:33,40299.73125,735721.7313,31.70833333,11.1,34,0,124.21
AKD,5/2/14 18:33,40299.77292,735721.7729,31.75,10,38,0,124.21
AKD,5/2/14 19:33,40299.81458,735721.8146,31.79166667,10,35,0,123.95
AKD,5/2/14 20:33,40299.85625,735721.8563,31.83333333,9.4,40,0,123.7
AKD,5/2/14 21:33,40299.89792,735721.8979,31.875,8.9,40,0,123.7
AKD,5/2/14 22:33,40299.93958,735721.9396,31.91666667,8.3,42,0,123.7
AKD,5/2/14 23:33,40299.98125,735721.9813,31.95833333,8.3,41,0,123.44
AKD,5/3/14 0:33,40300.02292,735722.0229,32,7.8,47,0,123.19
AKD,5/3/14 1:33,40300.06458,735722.0646,32.04166667,7.2,44,0,123.44
AKD,5/3/14 2:33,40300.10625,735722.1063,32.08333333,7.2,46,0,123.19
AKD,5/3/14 3:33,40300.14792,735722.1479,32.125,7.2,45,0,123.19
AKD,5/3/14 4:33,40300.18958,735722.1896,32.16666667,6.7,52,0,122.94
AKD,5/3/14 5:33,40300.23125,735722.2313,32.20833333,6.1,54,0,123.19
AKD,5/3/14 6:33,40300.27292,735722.2729,32.25,5.6,51,0,123.19
AKD,5/3/14 7:33,40300.31458,735722.3146,32.29166667,6.1,49,0,122.94
AKD,5/3/14 8:33,40300.35625,735722.3563,32.33333333,6.7,49,0,122.94
AKD,5/3/14 9:33,40300.39792,735722.3979,32.375,7.2,44,0,122.43
AKD,5/3/14 10:33,40300.43958,735722.4396,32.41666667,7.8,44,0,122.68
AKD,5/3/14 11:33,40300.48125,735722.4813,32.45833333,7.8,41,0,122.68
AKD,5/3/14 12:33,40300.52292,735722.5229,32.5,8.9,39,0,121.92
AKD,5/3/14 13:33,40300.56458,735722.5646,32.54166667,8.9,43,0,121.67
AKD,5/3/14 14:33,40300.60625,735722.6063,32.58333333,8.3,42,0,121.41
AKD,5/3/14 15:33,40300.64792,735722.6479,32.625,9.4,42,0,120.65
AKD,5/3/14 16:33,40300.68958,735722.6896,32.66666667,9.4,39,0,119.89
AKD,5/3/14 17:33,40300.73125,735722.7313,32.70833333,9.4,41,0,119.13
AKD,5/3/14 18:33,40300.77292,735722.7729,32.75,9.4,41,0,118.87
AKD,5/3/14 19:33,40300.81458,735722.8146,32.79166667,9.4,41,0,118.62
AKD,5/3/14 20:33,40300.85625,735722.8563,32.83333333,9.4,43,0,118.62
AKD,5/3/14 21:33,40300.89792,735722.8979,32.875,8.3,49,0,118.36
AKD,5/3/14 22:33,40300.93958,735722.9396,32.91666667,7.2,51,0,118.62
AKD,5/3/14 23:33,40300.98125,735722.9813,32.95833333,7.2,54,0,118.62
AKD,5/4/14 0:33,40301.02292,735723.0229,33,6.7,58,0,118.36
AKD,5/4/14 1:33,40301.06458,735723.0646,33.04166667,6.1,59,0,118.11
AKD,5/4/14 2:33,40301.10625,735723.1063,33.08333333,6.1,57,0,118.11
AKD,5/4/14 3:33,40301.14792,735723.1479,33.125,5.6,63,0,118.11
AKD,5/4/14 4:33,40301.18958,735723.1896,33.16666667,5.6,62,0,117.86
AKD,5/4/14 5:33,40301.23125,735723.2313,33.20833333,5,64,0,117.86
AKD,5/4/14 6:33,40301.27292,735723.2729,33.25,5,68,0,117.6
AKD,5/4/14 7:33,40301.31458,735723.3146,33.29166667,5,64,0,117.86
AKD,5/4/14 8:33,40301.35625,735723.3563,33.33333333,5,63,0,117.6
AKD,5/4/14 9:33,40301.39792,735723.3979,33.375,5.6,58,0,117.6
AKD,5/4/14 10:33,40301.43958,735723.4396,33.41666667,7.2,48,0,117.09
AKD,5/4/14 11:33,40301.48125,735723.4813,33.45833333,7.8,44,0,116.59
AKD,5/4/14 12:33,40301.52292,735723.5229,33.5,7.8,44,0,116.59
AKD,5/4/14 13:33,40301.56458,735723.5646,33.54166667,7.8,48,0,115.82
AKD,5/4/14 14:33,40301.60625,735723.6063,33.58333333,8.3,47,0,115.06
AKD,5/4/14 15:33,40301.64792,735723.6479,33.625,8.9,49,0,114.3
AKD,5/4/14 16:33,40301.68958,735723.6896,33.66666667,8.9,48,0,113.54
AKD,5/4/14 17:33,40301.73125,735723.7313,33.70833333,8.9,46,0,112.78
AKD,5/4/14 18:33,40301.77292,735723.7729,33.75,8.9,48,0,112.52
AKD,5/4/14 19:33,40301.81458,735723.8146,33.79166667,8.9,48,0,111.76
AKD,5/4/14 20:33,40301.85625,735723.8563,33.83333333,7.8,54,0,112.27
AKD,5/4/14 21:33,40301.89792,735723.8979,33.875,7.8,57,0,112.01
AKD,5/4/14 22:33,40301.93958,735723.9396,33.91666667,6.7,58,0,112.01
AKD,5/4/14 23:33,40301.98125,735723.9813,33.95833333,6.7,60,0,112.27
AKD,5/5/14 0:33,40302.02292,735724.0229,34,6.1,63,0,112.01
AKD,5/5/14 1:33,40302.06458,735724.0646,34.04166667,5.6,63,0,111.76
AKD,5/5/14 2:33,40302.10625,735724.1063,34.08333333,5,65,0,111.51
AKD,5/5/14 3:33,40302.14792,735724.1479,34.125,5,66,0,111.76
AKD,5/5/14 4:33,40302.18958,735724.1896,34.16666667,5,64,0,111.25
AKD,5/5/14 5:33,40302.23125,735724.2313,34.20833333,5,68,0,111.51
AKD,5/5/14 6:33,40302.27292,735724.2729,34.25,5,65,0,111.51
AKD,5/5/14 7:33,40302.31458,735724.3146,34.29166667,5,57,0,111.25
AKD,5/5/14 8:33,40302.35625,735724.3563,34.33333333,6.1,58,0,111.25
AKD,5/5/14 9:33,40302.39792,735724.3979,34.375,6.7,51,0,111
AKD,5/5/14 10:33,40302.43958,735724.4396,34.41666667,7.8,52,0,111
AKD,5/5/14 11:33,40302.48125,735724.4813,34.45833333,7.8,42,0,109.73
AKD,5/5/14 12:33,40302.52292,735724.5229,34.5,8.3,51,0,110.24
AKD,5/5/14 13:33,40302.56458,735724.5646,34.54166667,7.8,51,0,109.73
AKD,5/5/14 14:33,40302.60625,735724.6063,34.58333333,7.8,48,0,109.22
AKD,5/5/14 15:33,40302.64792,735724.6479,34.625,7.8,45,0,108.46
AKD,5/5/14 16:33,40302.68958,735724.6896,34.66666667,9.4,36,0,108.2
AKD,5/5/14 17:33,40302.73125,735724.7313,34.70833333,9.4,35,0,107.7
AKD,5/5/14 18:33,40302.77292,735724.7729,34.75,8.9,34,0,106.93
AKD,5/5/14 19:33,40302.81458,735724.8146,34.79166667,8.9,38,0,107.19
AKD,5/5/14 20:33,40302.85625,735724.8563,34.83333333,7.8,36,0,106.93
AKD,5/5/14 21:33,40302.89792,735724.8979,34.875,7.8,40,0,106.93
AKD,5/5/14 22:33,40302.93958,735724.9396,34.91666667,6.7,46,0,106.68
AKD,5/5/14 23:33,40302.98125,735724.9813,34.95833333,5.6,45,0,106.68
AKD,5/6/14 0:33,40303.02292,735725.0229,35,5,51,0,106.43
AKD,5/6/14 1:33,40303.06458,735725.0646,35.04166667,4.4,49,0,106.43
AKD,5/6/14 2:33,40303.10625,735725.1063,35.08333333,5,53,0,106.43
AKD,5/6/14 3:33,40303.14792,735725.1479,35.125,4.4,51,0,106.43
AKD,5/6/14 4:33,40303.18958,735725.1896,35.16666667,4.4,52,0,106.17
AKD,5/6/14 5:33,40303.23125,735725.2313,35.20833333,3.9,58,0,106.17
AKD,5/6/14 6:33,40303.27292,735725.2729,35.25,3.9,59,0,105.92
AKD,5/6/14 7:33,40303.31458,735725.3146,35.29166667,3.9,57,0,105.92
AKD,5/6/14 8:33,40303.35625,735725.3563,35.33333333,4.4,54,0,105.66
AKD,5/6/14 9:33,40303.39792,735725.3979,35.375,5,50,0,105.41
AKD,5/6/14 10:33,40303.43958,735725.4396,35.41666667,6.7,44,0,105.16
AKD,5/6/14 11:33,40303.48125,735725.4813,35.45833333,7.2,41,0,104.9
AKD,5/6/14 12:33,40303.52292,735725.5229,35.5,6.7,44,0,104.65
AKD,5/6/14 13:33,40303.56458,735725.5646,35.54166667,7.8,48,0,104.65
AKD,5/6/14 14:33,40303.60625,735725.6063,35.58333333,6.7,45,0,104.39
AKD,5/6/14 15:33,40303.64792,735725.6479,35.625,6.1,42,0,104.39
AKD,5/6/14 16:33,40303.68958,735725.6896,35.66666667,6.1,49,0,104.14
AKD,5/6/14 17:33,40303.73125,735725.7313,35.70833333,4.4,83,0,103.89
AKD,5/6/14 18:33,40303.77292,735725.7729,35.75,2.8,80,0,103.63
AKD,5/6/14 19:33,40303.81458,735725.8146,35.79166667,2.2,89,0,103.63
AKD,5/6/14 20:33,40303.85625,735725.8563,35.83333333,1.1,98,0.03,103.38
AKD,5/6/14 21:33,40303.89792,735725.8979,35.875,0.6,100,0.03,102.11
AKD,5/6/14 22:33,40303.93958,735725.9396,35.91666667,0,100,0,104.65
AKD,5/6/14 23:33,40303.98125,735725.9813,35.95833333,0,100,0,104.9
AKD,5/7/14 0:33,40304.02292,735726.0229,36,0,100,0,104.65
AKD,5/7/14 1:33,40304.06458,735726.0646,36.04166667,0,99,0,105.41
AKD,5/7/14 2:33,40304.10625,735726.1063,36.08333333,-0.6,99,0,105.92
AKD,5/7/14 3:33,40304.14792,735726.1479,36.125,-0.6,100,0,106.43
AKD,5/7/14 4:33,40304.18958,735726.1896,36.16666667,-0.6,100,0,106.17
AKD,5/7/14 5:33,40304.23125,735726.2313,36.20833333,0,99,0,106.93
AKD,5/7/14 6:33,40304.27292,735726.2729,36.25,0,100,0,107.19
AKD,5/7/14 7:33,40304.31458,735726.3146,36.29166667,0,99,0,107.19
AKD,5/7/14 8:33,40304.35625,735726.3563,36.33333333,0,98,0,107.44
AKD,5/7/14 9:33,40304.39792,735726.3979,36.375,1.7,86,0.03,106.68
AKD,5/7/14 10:33,40304.43958,735726.4396,36.41666667,2.2,86,0.1,105.66
AKD,5/7/14 11:33,40304.48125,735726.4813,36.45833333,2.8,70,0,104.39
AKD,5/7/14 12:33,40304.52292,735726.5229,36.5,4.4,59,0,103.12
AKD,5/7/14 13:33,40304.56458,735726.5646,36.54166667,5,62,0,102.36
AKD,5/7/14 14:33,40304.60625,735726.6063,36.58333333,5,61,0,102.11
AKD,5/7/14 15:33,40304.64792,735726.6479,36.625,6.1,61,0,101.6
AKD,5/7/14 16:33,40304.68958,735726.6896,36.66666667,5.6,64,0,101.09
AKD,5/7/14 17:33,40304.73125,735726.7313,36.70833333,5.6,55,0,100.84
AKD,5/7/14 18:33,40304.77292,735726.7729,36.75,5.6,59,0,100.33
AKD,5/7/14 19:33,40304.81458,735726.8146,36.79166667,6.1,52,0,99.31
AKD,5/7/14 20:33,40304.85625,735726.8563,36.83333333,6.1,51,0,99.06
AKD,5/7/14 21:33,40304.89792,735726.8979,36.875,5.6,55,0,99.31
AKD,5/7/14 22:33,40304.93958,735726.9396,36.91666667,4.4,56,0,98.81
AKD,5/7/14 23:33,40304.98125,735726.9813,36.95833333,5,57,0,98.81
AKD,5/8/14 0:33,40305.02292,735727.0229,37,4.4,54,0,99.06
AKD,5/8/14 1:33,40305.06458,735727.0646,37.04166667,4.4,57,0,98.55
AKD,5/8/14 2:33,40305.10625,735727.1063,37.08333333,4.4,54,0,98.55
AKD,5/8/14 3:33,40305.14792,735727.1479,37.125,3.3,77,0,98.3
AKD,5/8/14 4:33,40305.18958,735727.1896,37.16666667,2.8,75,0,98.55
AKD,5/8/14 5:33,40305.23125,735727.2313,37.20833333,2.8,68,0,98.55
AKD,5/8/14 6:33,40305.27292,735727.2729,37.25,2.8,76,0,98.55
AKD,5/8/14 7:33,40305.31458,735727.3146,37.29166667,2.8,73,0,98.04
AKD,5/8/14 8:33,40305.35625,735727.3563,37.33333333,2.2,81,0,98.04
AKD,5/8/14 9:33,40305.39792,735727.3979,37.375,1.7,75,0,97.79
AKD,5/8/14 10:33,40305.43958,735727.4396,37.41666667,2.8,68,0,97.28
AKD,5/8/14 11:33,40305.48125,735727.4813,37.45833333,3.3,70,0,96.77
AKD,5/8/14 12:33,40305.52292,735727.5229,37.5,3.9,71,0,97.79
AKD,5/8/14 13:33,40305.56458,735727.5646,37.54166667,4.4,63,0,97.54
AKD,5/8/14 14:33,40305.60625,735727.6063,37.58333333,5,64,0,96.52
AKD,5/8/14 15:33,40305.64792,735727.6479,37.625,5.6,58,0,95.76
AKD,5/8/14 16:33,40305.68958,735727.6896,37.66666667,7.2,59,0,96.01
AKD,5/8/14 17:33,40305.73125,735727.7313,37.70833333,6.1,61,0,95.5
AKD,5/8/14 18:33,40305.77292,735727.7729,37.75,6.1,60,0,94.74
AKD,5/8/14 19:33,40305.81458,735727.8146,37.79166667,5.6,65,0,94.23
AKD,5/8/14 20:33,40305.85625,735727.8563,37.83333333,5.6,61,0,93.98
AKD,5/8/14 21:33,40305.89792,735727.8979,37.875,4.4,75,0,93.98
AKD,5/8/14 22:33,40305.93958,735727.9396,37.91666667,3.9,78,0,93.98
AKD,5/8/14 23:33,40305.98125,735727.9813,37.95833333,3.3,80,0,93.98
AKD,5/9/14 0:33,40306.02292,735728.0229,38,3.3,83,0,93.98
AKD,5/9/14 1:33,40306.06458,735728.0646,38.04166667,3.3,83,0,93.73
AKD,5/9/14 2:33,40306.10625,735728.1063,38.08333333,3.3,84,0,93.47
AKD,5/9/14 3:33,40306.14792,735728.1479,38.125,2.8,88,0,93.47
AKD,5/9/14 4:33,40306.18958,735728.1896,38.16666667,2.8,92,0,93.47
AKD,5/9/14 5:33,40306.23125,735728.2313,38.20833333,2.2,96,0,93.22
AKD,5/9/14 6:33,40306.27292,735728.2729,38.25,2.2,97,0.05,93.22
AKD,5/9/14 7:33,40306.31458,735728.3146,38.29166667,2.2,96,0,92.96
AKD,5/9/14 8:33,40306.35625,735728.3563,38.33333333,2.2,94,0.03,92.71
AKD,5/9/14 9:33,40306.39792,735728.3979,38.375,2.8,95,0.05,92.71
AKD,5/9/14 10:33,40306.43958,735728.4396,38.41666667,2.8,94,0.03,92.46
AKD,5/9/14 11:33,40306.48125,735728.4813,38.45833333,3.3,84,0,91.95
AKD,5/9/14 12:33,40306.52292,735728.5229,38.5,4.4,82,0,91.69
AKD,5/9/14 13:33,40306.56458,735728.5646,38.54166667,5,75,0,91.44
AKD,5/9/14 14:33,40306.60625,735728.6063,38.58333333,6.1,69,0,90.42
AKD,5/9/14 15:33,40306.64792,735728.6479,38.625,6.7,64,0,90.17
AKD,5/9/14 16:33,40306.68958,735728.6896,38.66666667,7.2,64,0,89.66
AKD,5/9/14 17:33,40306.73125,735728.7313,38.70833333,6.1,63,0,88.9
AKD,5/9/14 18:33,40306.77292,735728.7729,38.75,7.2,60,0,88.39
AKD,5/9/14 19:33,40306.81458,735728.8146,38.79166667,7.2,59,0,87.63
AKD,5/9/14 20:33,40306.85625,735728.8563,38.83333333,6.7,63,0,87.38
AKD,5/9/14 21:33,40306.89792,735728.8979,38.875,6.1,60,0,87.12
AKD,5/9/14 22:33,40306.93958,735728.9396,38.91666667,5.6,61,0,86.87
AKD,5/9/14 23:33,40306.98125,735728.9813,38.95833333,5,64,0,86.87
AKD,5/10/14 0:33,40307.02292,735729.0229,39,5,63,0,87.12
AKD,5/10/14 1:33,40307.06458,735729.0646,39.04166667,5,62,0,87.12
AKD,5/10/14 2:33,40307.10625,735729.1063,39.08333333,5,58,0,86.87
AKD,5/10/14 3:33,40307.14792,735729.1479,39.125,4.4,65,0,86.61
AKD,5/10/14 4:33,40307.18958,735729.1896,39.16666667,3.9,67,0,86.61
AKD,5/10/14 5:33,40307.23125,735729.2313,39.20833333,3.9,66,0,86.61
AKD,5/10/14 6:33,40307.27292,735729.2729,39.25,3.9,71,0,86.36
AKD,5/10/14 7:33,40307.31458,735729.3146,39.29166667,3.3,68,0,86.36
AKD,5/10/14 8:33,40307.35625,735729.3563,39.33333333,3.9,69,0,86.11
AKD,5/10/14 9:33,40307.39792,735729.3979,39.375,3.9,64,0,85.6
AKD,5/10/14 10:33,40307.43958,735729.4396,39.41666667,4.4,63,0,85.6
AKD,5/10/14 11:33,40307.48125,735729.4813,39.45833333,5.6,55,0,85.09
AKD,5/10/14 12:33,40307.52292,735729.5229,39.5,6.7,53,0,83.82
AKD,5/10/14 13:33,40307.56458,735729.5646,39.54166667,7.2,54,0,83.82
AKD,5/10/14 14:33,40307.60625,735729.6063,39.58333333,7.2,51,0,83.31
AKD,5/10/14 15:33,40307.64792,735729.6479,39.625,7.8,52,0,82.04
AKD,5/10/14 16:33,40307.68958,735729.6896,39.66666667,7.8,51,0,81.79
AKD,5/10/14 17:33,40307.73125,735729.7313,39.70833333,7.2,51,0,81.03
AKD,5/10/14 18:33,40307.77292,735729.7729,39.75,7.2,47,0,80.52
AKD,5/10/14 19:33,40307.81458,735729.8146,39.79166667,7.8,49,0,80.01
AKD,5/10/14 20:33,40307.85625,735729.8563,39.83333333,7.2,51,0,80.26
AKD,5/10/14 21:33,40307.89792,735729.8979,39.875,6.1,50,0,79.76
AKD,5/10/14 22:33,40307.93958,735729.9396,39.91666667,6.1,53,0,79.76
AKD,5/10/14 23:33,40307.98125,735729.9813,39.95833333,5.6,51,0,80.01
AKD,5/11/14 0:33,40308.02292,735730.0229,40,5.6,50,0,79.76
AKD,5/11/14 1:33,40308.06458,735730.0646,40.04166667,5,49,0,79.5
AKD,5/11/14 2:33,40308.10625,735730.1063,40.08333333,5,53,0,79.5
AKD,5/11/14 3:33,40308.14792,735730.1479,40.125,4.4,51,0,79.25
AKD,5/11/14 4:33,40308.18958,735730.1896,40.16666667,3.9,51,0,79.5
AKD,5/11/14 5:33,40308.23125,735730.2313,40.20833333,3.9,47,0,79.25
