GGLA2 GATES GLACIER 61.602889 -143.013211 1237 m RAWS,,,,,,,,
Data provided by: Bureau of Land Management & Denali National Park,,,,,,,,
MesoWest Disclaimer,,,,,,,,
,,,,,,,,
Metric Units   Variable Descriptions,,,,,,,,
TMZN,DATE,DATENUM_EXCEL,MATLAB_DATENUM,DAYS_SINCE_START,TMPC,RELH,PREC,SNOW
AKD,4/14/14 17:33,40281.73125,735703.7313,13.70833333,0.6,73,0,145.54
AKD,4/14/14 18:33,40281.77292,735703.7729,13.75,1.7,59,0,144.78
AKD,4/14/14 19:33,40281.81458,735703.8146,13.79166667,-0.6,84,0,145.29
AKD,4/14/14 20:33,40281.85625,735703.8563,13.83333333,-1.7,94,0,145.29
AKD,4/14/14 21:33,40281.89792,735703.8979,13.875,-2.2,95,0,145.29
AKD,4/14/14 22:33,40281.93958,735703.9396,13.91666667,-2.8,96,0,145.29
AKD,4/14/14 23:33,40281.98125,735703.9813,13.95833333,-2.8,96,0,145.29
AKD,4/15/14 0:33,40282.02292,735704.0229,14,-2.8,97,0,145.54
AKD,4/15/14 1:33,40282.06458,735704.0646,14.04166667,-2.8,97,0,145.29
AKD,4/15/14 2:33,40282.10625,735704.1063,14.08333333,-2.8,99,0,145.29
AKD,4/15/14 3:33,40282.14792,735704.1479,14.125,-3.3,100,0,145.8
AKD,4/15/14 4:33,40282.18958,735704.1896,14.16666667,-3.3,99,0,145.29
AKD,4/15/14 5:33,40282.23125,735704.2313,14.20833333,-3.3,98,0,145.03
AKD,4/15/14 6:33,40282.27292,735704.2729,14.25,-2.8,97,0,144.78
AKD,4/15/14 7:33,40282.31458,735704.3146,14.29166667,-2.2,96,0,145.29
AKD,4/15/14 8:33,40282.35625,735704.3563,14.33333333,-2.2,93,0,145.03
AKD,4/15/14 9:33,40282.39792,735704.3979,14.375,-2.2,98,0,145.29
AKD,4/15/14 10:33,40282.43958,735704.4396,14.41666667,-2.2,94,0.03,145.03
AKD,4/15/14 11:33,40282.48125,735704.4813,14.45833333,-1.7,89,0,145.03
AKD,4/15/14 12:33,40282.52292,735704.5229,14.5,0.6,70,0,144.78
AKD,4/15/14 13:33,40282.56458,735704.5646,14.54166667,2.8,68,0,144.78
AKD,4/15/14 14:33,40282.60625,735704.6063,14.58333333,2.8,74,0,144.78
AKD,4/15/14 15:33,40282.64792,735704.6479,14.625,2.2,77,0,144.53
AKD,4/15/14 16:33,40282.68958,735704.6896,14.66666667,2.2,66,0,144.02
AKD,4/15/14 17:33,40282.73125,735704.7313,14.70833333,1.7,63,0,144.53
AKD,4/15/14 18:33,40282.77292,735704.7729,14.75,1.7,63,0,144.53
AKD,4/15/14 19:33,40282.81458,735704.8146,14.79166667,1.1,71,0,144.53
AKD,4/15/14 20:33,40282.85625,735704.8563,14.83333333,0.6,72,0,144.53
AKD,4/15/14 21:33,40282.89792,735704.8979,14.875,0,75,0,144.53
AKD,4/15/14 22:33,40282.93958,735704.9396,14.91666667,0,73,0,144.27
AKD,4/15/14 23:33,40282.98125,735704.9813,14.95833333,0,74,0,144.27
AKD,4/16/14 0:33,40283.02292,735705.0229,15,0,72,0,144.27
AKD,4/16/14 1:33,40283.06458,735705.0646,15.04166667,-0.6,70,0,144.27
AKD,4/16/14 2:33,40283.10625,735705.1063,15.08333333,-0.6,77,0,144.27
AKD,4/16/14 3:33,40283.14792,735705.1479,15.125,-0.6,76,0,144.27
AKD,4/16/14 4:33,40283.18958,735705.1896,15.16666667,-1.1,82,0,144.27
AKD,4/16/14 5:33,40283.23125,735705.2313,15.20833333,-1.1,77,0,144.27
AKD,4/16/14 6:33,40283.27292,735705.2729,15.25,-1.1,80,0,144.27
AKD,4/16/14 7:33,40283.31458,735705.3146,15.29166667,-1.7,73,0,144.27
AKD,4/16/14 8:33,40283.35625,735705.3563,15.33333333,-1.1,68,0,144.02
AKD,4/16/14 9:33,40283.39792,735705.3979,15.375,-0.6,71,0,144.02
AKD,4/16/14 10:33,40283.43958,735705.4396,15.41666667,0.6,60,0,143.76
AKD,4/16/14 11:33,40283.48125,735705.4813,15.45833333,-0.6,87,0,144.02
AKD,4/16/14 12:33,40283.52292,735705.5229,15.5,1.1,77,0,143.76
AKD,4/16/14 13:33,40283.56458,735705.5646,15.54166667,1.7,80,0,144.27
AKD,4/16/14 14:33,40283.60625,735705.6063,15.58333333,0.6,72,0,143.76
AKD,4/16/14 15:33,40283.64792,735705.6479,15.625,2.8,50,0,143.26
AKD,4/16/14 16:33,40283.68958,735705.6896,15.66666667,2.8,50,0,142.75
AKD,4/16/14 17:33,40283.73125,735705.7313,15.70833333,2.8,49,0,142.24
AKD,4/16/14 18:33,40283.77292,735705.7729,15.75,1.7,49,0,141.99
AKD,4/16/14 19:33,40283.81458,735705.8146,15.79166667,2.8,60,0,142.24
AKD,4/16/14 20:33,40283.85625,735705.8563,15.83333333,0,66,0,142.24
AKD,4/16/14 21:33,40283.89792,735705.8979,15.875,-0.6,69,0,141.99
AKD,4/16/14 22:33,40283.93958,735705.9396,15.91666667,-1.7,88,0,141.99
AKD,4/16/14 23:33,40283.98125,735705.9813,15.95833333,-1.7,92,0,141.99
AKD,4/17/14 0:33,40284.02292,735706.0229,16,-2.2,79,0,141.99
AKD,4/17/14 1:33,40284.06458,735706.0646,16.04166667,-2.2,82,0,141.99
AKD,4/17/14 2:33,40284.10625,735706.1063,16.08333333,-2.2,82,0,141.73
AKD,4/17/14 3:33,40284.14792,735706.1479,16.125,-3.3,83,0,141.99
AKD,4/17/14 4:33,40284.18958,735706.1896,16.16666667,-3.3,83,0,141.99
AKD,4/17/14 5:33,40284.23125,735706.2313,16.20833333,-3.3,71,0,141.99
AKD,4/17/14 6:33,40284.27292,735706.2729,16.25,-3.3,68,0,141.99
AKD,4/17/14 7:33,40284.31458,735706.3146,16.29166667,-3.3,81,0,141.73
AKD,4/17/14 8:33,40284.35625,735706.3563,16.33333333,-3.3,72,0,141.73
AKD,4/17/14 9:33,40284.39792,735706.3979,16.375,-2.8,68,0,141.48
AKD,4/17/14 10:33,40284.43958,735706.4396,16.41666667,-1.7,75,0,141.73
AKD,4/17/14 11:33,40284.48125,735706.4813,16.45833333,-1.7,74,0,141.73
AKD,4/17/14 12:33,40284.52292,735706.5229,16.5,0.6,57,0,141.48
AKD,4/17/14 13:33,40284.56458,735706.5646,16.54166667,0,55,0,141.22
AKD,4/17/14 14:33,40284.60625,735706.6063,16.58333333,-0.6,66,0,141.73
AKD,4/17/14 15:33,40284.64792,735706.6479,16.625,1.1,62,0,141.73
AKD,4/17/14 16:33,40284.68958,735706.6896,16.66666667,0.6,53,0,141.73
AKD,4/17/14 17:33,40284.73125,735706.7313,16.70833333,1.7,44,0,141.48
AKD,4/17/14 18:33,40284.77292,735706.7729,16.75,1.1,50,0,141.48
AKD,4/17/14 19:33,40284.81458,735706.8146,16.79166667,1.1,53,0,141.48
AKD,4/17/14 20:33,40284.85625,735706.8563,16.83333333,0,58,0,141.48
AKD,4/17/14 21:33,40284.89792,735706.8979,16.875,-0.6,59,0,141.73
AKD,4/17/14 22:33,40284.93958,735706.9396,16.91666667,-1.1,58,0,141.48
AKD,4/17/14 23:33,40284.98125,735706.9813,16.95833333,-1.1,54,0,141.48
AKD,4/18/14 0:33,40285.02292,735707.0229,17,-1.1,59,0,141.73
AKD,4/18/14 1:33,40285.06458,735707.0646,17.04166667,-1.7,57,0,141.73
AKD,4/18/14 2:33,40285.10625,735707.1063,17.08333333,-1.7,69,0,141.73
AKD,4/18/14 3:33,40285.14792,735707.1479,17.125,-1.7,76,0,141.73
AKD,4/18/14 4:33,40285.18958,735707.1896,17.16666667,-2.8,86,0,141.48
AKD,4/18/14 5:33,40285.23125,735707.2313,17.20833333,-2.8,95,0,140.97
AKD,4/18/14 6:33,40285.27292,735707.2729,17.25,-3.3,97,0,141.48
AKD,4/18/14 7:33,40285.31458,735707.3146,17.29166667,-3.3,98,0,141.48
AKD,4/18/14 8:33,40285.35625,735707.3563,17.33333333,-3.3,94,0,141.99
AKD,4/18/14 9:33,40285.39792,735707.3979,17.375,-2.8,90,0,141.99
AKD,4/18/14 10:33,40285.43958,735707.4396,17.41666667,-2.2,83,0.03,141.99
AKD,4/18/14 11:33,40285.48125,735707.4813,17.45833333,-0.6,59,0,141.73
AKD,4/18/14 12:33,40285.52292,735707.5229,17.5,0,67,0,141.99
AKD,4/18/14 13:33,40285.56458,735707.5646,17.54166667,1.1,64,0,141.73
AKD,4/18/14 14:33,40285.60625,735707.6063,17.58333333,0,72,0,141.73
AKD,4/18/14 15:33,40285.64792,735707.6479,17.625,0.6,69,0,141.48
AKD,4/18/14 16:33,40285.68958,735707.6896,17.66666667,0,65,0,141.48
AKD,4/18/14 17:33,40285.73125,735707.7313,17.70833333,0,64,0,141.22
AKD,4/18/14 18:33,40285.77292,735707.7729,17.75,0,64,0,141.73
AKD,4/18/14 19:33,40285.81458,735707.8146,17.79166667,0,56,0,141.48
AKD,4/18/14 20:33,40285.85625,735707.8563,17.83333333,-0.6,66,0,141.73
AKD,4/18/14 21:33,40285.89792,735707.8979,17.875,-1.7,70,0,141.73
AKD,4/18/14 22:33,40285.93958,735707.9396,17.91666667,-1.7,67,0,141.48
AKD,4/18/14 23:33,40285.98125,735707.9813,17.95833333,-2.2,62,0,141.73
AKD,4/19/14 0:33,40286.02292,735708.0229,18,-2.2,64,0,141.48
AKD,4/19/14 1:33,40286.06458,735708.0646,18.04166667,-2.8,60,0,141.48
AKD,4/19/14 2:33,40286.10625,735708.1063,18.08333333,-2.8,63,0,141.48
AKD,4/19/14 3:33,40286.14792,735708.1479,18.125,-3.3,59,0,141.48
AKD,4/19/14 4:33,40286.18958,735708.1896,18.16666667,-3.3,61,0,141.73
AKD,4/19/14 5:33,40286.23125,735708.2313,18.20833333,-3.3,60,0,141.73
AKD,4/19/14 6:33,40286.27292,735708.2729,18.25,-3.3,61,0,141.73
AKD,4/19/14 7:33,40286.31458,735708.3146,18.29166667,-3.9,61,0,141.48
AKD,4/19/14 8:33,40286.35625,735708.3563,18.33333333,-3.9,60,0,141.48
AKD,4/19/14 9:33,40286.39792,735708.3979,18.375,-3.3,57,0,141.48
AKD,4/19/14 10:33,40286.43958,735708.4396,18.41666667,-1.1,45,0,140.97
AKD,4/19/14 11:33,40286.48125,735708.4813,18.45833333,0,51,0,141.48
AKD,4/19/14 12:33,40286.52292,735708.5229,18.5,0.6,46,0,140.97
AKD,4/19/14 13:33,40286.56458,735708.5646,18.54166667,2.2,37,0,140.97
AKD,4/19/14 14:33,40286.60625,735708.6063,18.58333333,1.1,48,0,141.22
AKD,4/19/14 15:33,40286.64792,735708.6479,18.625,2.2,37,0,141.22
AKD,4/19/14 16:33,40286.68958,735708.6896,18.66666667,2.2,49,0,141.22
AKD,4/19/14 17:33,40286.73125,735708.7313,18.70833333,1.7,47,0,141.48
AKD,4/19/14 18:33,40286.77292,735708.7729,18.75,1.7,45,0,141.48
AKD,4/19/14 19:33,40286.81458,735708.8146,18.79166667,1.7,42,0,141.48
AKD,4/19/14 20:33,40286.85625,735708.8563,18.83333333,1.7,43,0,141.22
AKD,4/19/14 21:33,40286.89792,735708.8979,18.875,0.6,44,0,141.48
AKD,4/19/14 22:33,40286.93958,735708.9396,18.91666667,0,51,0,141.48
AKD,4/19/14 23:33,40286.98125,735708.9813,18.95833333,0,44,0,140.97
AKD,4/20/14 0:33,40287.02292,735709.0229,19,0,40,0,141.48
AKD,4/20/14 1:33,40287.06458,735709.0646,19.04166667,0,44,0,141.48
AKD,4/20/14 2:33,40287.10625,735709.1063,19.08333333,0,44,0,141.48
AKD,4/20/14 3:33,40287.14792,735709.1479,19.125,-1.1,43,0,141.48
AKD,4/20/14 4:33,40287.18958,735709.1896,19.16666667,-1.1,43,0,141.48
AKD,4/20/14 5:33,40287.23125,735709.2313,19.20833333,-1.1,46,0,141.22
AKD,4/20/14 6:33,40287.27292,735709.2729,19.25,-1.1,38,0,141.48
AKD,4/20/14 7:33,40287.31458,735709.3146,19.29166667,-0.6,40,0,141.22
AKD,4/20/14 8:33,40287.35625,735709.3563,19.33333333,0,35,0,141.22
AKD,4/20/14 9:33,40287.39792,735709.3979,19.375,1.1,38,0,141.22
AKD,4/20/14 10:33,40287.43958,735709.4396,19.41666667,1.7,43,0,141.22
AKD,4/20/14 11:33,40287.48125,735709.4813,19.45833333,1.7,36,0,140.97
AKD,4/20/14 12:33,40287.52292,735709.5229,19.5,1.7,58,0,141.22
AKD,4/20/14 13:33,40287.56458,735709.5646,19.54166667,0.6,62,0,141.22
AKD,4/20/14 14:33,40287.60625,735709.6063,19.58333333,2.2,59,0,140.97
AKD,4/20/14 15:33,40287.64792,735709.6479,19.625,2.8,58,0,140.97
AKD,4/20/14 16:33,40287.68958,735709.6896,19.66666667,2.8,63,0,141.22
AKD,4/20/14 17:33,40287.73125,735709.7313,19.70833333,2.2,62,0,141.22
AKD,4/20/14 18:33,40287.77292,735709.7729,19.75,2.8,56,0,140.97
AKD,4/20/14 19:33,40287.81458,735709.8146,19.79166667,2.2,57,0,141.22
AKD,4/20/14 20:33,40287.85625,735709.8563,19.83333333,1.1,67,0,141.22
AKD,4/20/14 21:33,40287.89792,735709.8979,19.875,0.6,64,0,141.22
AKD,4/20/14 22:33,40287.93958,735709.9396,19.91666667,0.6,64,0,140.97
AKD,4/20/14 23:33,40287.98125,735709.9813,19.95833333,0.6,64,0,141.22
AKD,4/21/14 0:33,40288.02292,735710.0229,20,0.6,62,0,141.22
AKD,4/21/14 1:33,40288.06458,735710.0646,20.04166667,0,63,0,140.97
AKD,4/21/14 2:33,40288.10625,735710.1063,20.08333333,0,62,0,140.97
AKD,4/21/14 3:33,40288.14792,735710.1479,20.125,-0.6,64,0,140.97
AKD,4/21/14 4:33,40288.18958,735710.1896,20.16666667,-1.1,64,0,140.97
AKD,4/21/14 5:33,40288.23125,735710.2313,20.20833333,-1.1,68,0,140.97
AKD,4/21/14 6:33,40288.27292,735710.2729,20.25,-1.7,72,0,141.22
AKD,4/21/14 7:33,40288.31458,735710.3146,20.29166667,-1.7,72,0,140.97
AKD,4/21/14 8:33,40288.35625,735710.3563,20.33333333,-1.7,68,0,140.97
AKD,4/21/14 9:33,40288.39792,735710.3979,20.375,0.6,54,0,140.46
AKD,4/21/14 10:33,40288.43958,735710.4396,20.41666667,0,59,0,140.72
AKD,4/21/14 11:33,40288.48125,735710.4813,20.45833333,2.2,55,0,140.72
AKD,4/21/14 12:33,40288.52292,735710.5229,20.5,1.7,54,0,140.46
AKD,4/21/14 13:33,40288.56458,735710.5646,20.54166667,1.7,55,0,140.21
AKD,4/21/14 14:33,40288.60625,735710.6063,20.58333333,1.7,67,0,140.97
AKD,4/21/14 15:33,40288.64792,735710.6479,20.625,2.2,47,0,140.21
AKD,4/21/14 16:33,40288.68958,735710.6896,20.66666667,3.9,60,0,140.46
AKD,4/21/14 17:33,40288.73125,735710.7313,20.70833333,3.3,49,0,140.21
AKD,4/21/14 18:33,40288.77292,735710.7729,20.75,2.8,55,0,140.21
AKD,4/21/14 19:33,40288.81458,735710.8146,20.79166667,2.8,57,0,139.95
AKD,4/21/14 20:33,40288.85625,735710.8563,20.83333333,1.7,62,0,139.95
AKD,4/21/14 21:33,40288.89792,735710.8979,20.875,0.6,60,0,139.95
AKD,4/21/14 22:33,40288.93958,735710.9396,20.91666667,0.6,65,0,139.95
AKD,4/21/14 23:33,40288.98125,735710.9813,20.95833333,0.6,63,0,139.95
AKD,4/22/14 0:33,40289.02292,735711.0229,21,0,65,0,139.95
AKD,4/22/14 1:33,40289.06458,735711.0646,21.04166667,0,63,0,139.95
AKD,4/22/14 2:33,40289.10625,735711.1063,21.08333333,-0.6,66,0,139.95
AKD,4/22/14 3:33,40289.14792,735711.1479,21.125,-1.1,68,0,139.95
AKD,4/22/14 4:33,40289.18958,735711.1896,21.16666667,-1.1,68,0,139.95
AKD,4/22/14 5:33,40289.23125,735711.2313,21.20833333,-1.7,67,0,139.95
AKD,4/22/14 6:33,40289.27292,735711.2729,21.25,-1.7,68,0,139.95
AKD,4/22/14 7:33,40289.31458,735711.3146,21.29166667,-1.7,69,0,139.95
AKD,4/22/14 8:33,40289.35625,735711.3563,21.33333333,-1.7,66,0,139.7
AKD,4/22/14 9:33,40289.39792,735711.3979,21.375,0,58,0,139.45
AKD,4/22/14 10:33,40289.43958,735711.4396,21.41666667,1.7,60,0,139.45
AKD,4/22/14 11:33,40289.48125,735711.4813,21.45833333,0.6,59,0,139.7
AKD,4/22/14 12:33,40289.52292,735711.5229,21.5,1.1,56,0,139.45
AKD,4/22/14 13:33,40289.56458,735711.5646,21.54166667,0.6,59,0,139.45
AKD,4/22/14 14:33,40289.60625,735711.6063,21.58333333,2.2,48,0,139.19
AKD,4/22/14 15:33,40289.64792,735711.6479,21.625,3.3,43,0,138.94
AKD,4/22/14 16:33,40289.68958,735711.6896,21.66666667,3.9,47,0,139.45
AKD,4/22/14 17:33,40289.73125,735711.7313,21.70833333,4.4,45,0,138.68
AKD,4/22/14 18:33,40289.77292,735711.7729,21.75,3.3,51,0,138.68
AKD,4/22/14 19:33,40289.81458,735711.8146,21.79166667,2.8,52,0,138.68
AKD,4/22/14 20:33,40289.85625,735711.8563,21.83333333,2.2,55,0,138.68
AKD,4/22/14 21:33,40289.89792,735711.8979,21.875,1.1,58,0,138.68
AKD,4/22/14 22:33,40289.93958,735711.9396,21.91666667,1.1,52,0,138.94
AKD,4/22/14 23:33,40289.98125,735711.9813,21.95833333,0.6,60,0,138.68
AKD,4/23/14 0:33,40290.02292,735712.0229,22,0.6,55,0,138.68
AKD,4/23/14 1:33,40290.06458,735712.0646,22.04166667,0,62,0,138.68
AKD,4/23/14 2:33,40290.10625,735712.1063,22.08333333,-0.6,59,0,138.68
AKD,4/23/14 3:33,40290.14792,735712.1479,22.125,-0.6,57,0,138.68
AKD,4/23/14 4:33,40290.18958,735712.1896,22.16666667,-0.6,58,0,138.68
AKD,4/23/14 5:33,40290.23125,735712.2313,22.20833333,-1.1,58,0,138.68
AKD,4/23/14 6:33,40290.27292,735712.2729,22.25,-0.6,59,0,138.68
AKD,4/23/14 7:33,40290.31458,735712.3146,22.29166667,-1.1,59,0,138.43
AKD,4/23/14 8:33,40290.35625,735712.3563,22.33333333,-0.6,51,0,138.68
AKD,4/23/14 9:33,40290.39792,735712.3979,22.375,1.1,42,0,138.18
AKD,4/23/14 10:33,40290.43958,735712.4396,22.41666667,1.7,47,0,138.68
AKD,4/23/14 11:33,40290.48125,735712.4813,22.45833333,2.8,37,0,137.92
AKD,4/23/14 12:33,40290.52292,735712.5229,22.5,2.8,42,0,137.92
AKD,4/23/14 13:33,40290.56458,735712.5646,22.54166667,3.9,42,0,138.43
AKD,4/23/14 14:33,40290.60625,735712.6063,22.58333333,2.8,35,0,137.67
AKD,4/23/14 15:33,40290.64792,735712.6479,22.625,3.3,42,0,138.18
AKD,4/23/14 16:33,40290.68958,735712.6896,22.66666667,3.9,44,0,138.18
AKD,4/23/14 17:33,40290.73125,735712.7313,22.70833333,2.8,40,0,137.41
AKD,4/23/14 18:33,40290.77292,735712.7729,22.75,3.3,40,0,137.41
AKD,4/23/14 19:33,40290.81458,735712.8146,22.79166667,2.8,47,0,137.41
AKD,4/23/14 20:33,40290.85625,735712.8563,22.83333333,2.2,48,0,137.41
AKD,4/23/14 21:33,40290.89792,735712.8979,22.875,1.1,53,0,137.67
AKD,4/23/14 22:33,40290.93958,735712.9396,22.91666667,0.6,53,0,137.67
AKD,4/23/14 23:33,40290.98125,735712.9813,22.95833333,0.6,48,0,137.67
AKD,4/24/14 0:33,40291.02292,735713.0229,23,0,50,0,137.67
AKD,4/24/14 1:33,40291.06458,735713.0646,23.04166667,0,48,0,137.67
AKD,4/24/14 2:33,40291.10625,735713.1063,23.08333333,-0.6,50,0,137.92
AKD,4/24/14 3:33,40291.14792,735713.1479,23.125,-1.1,58,0,137.67
AKD,4/24/14 4:33,40291.18958,735713.1896,23.16666667,-1.1,57,0,137.41
AKD,4/24/14 5:33,40291.23125,735713.2313,23.20833333,-1.1,59,0,137.67
AKD,4/24/14 6:33,40291.27292,735713.2729,23.25,-1.7,62,0,137.67
AKD,4/24/14 7:33,40291.31458,735713.3146,23.29166667,-2.2,66,0,137.67
AKD,4/24/14 8:33,40291.35625,735713.3563,23.33333333,-2.8,72,0,137.41
AKD,4/24/14 9:33,40291.39792,735713.3979,23.375,-2.8,80,0,137.41
AKD,4/24/14 10:33,40291.43958,735713.4396,23.41666667,-2.2,68,0,137.41
AKD,4/24/14 11:33,40291.48125,735713.4813,23.45833333,-0.6,78,0,137.41
AKD,4/24/14 12:33,40291.52292,735713.5229,23.5,-1.7,66,0,137.16
AKD,4/24/14 13:33,40291.56458,735713.5646,23.54166667,0,65,0,136.91
AKD,4/24/14 14:33,40291.60625,735713.6063,23.58333333,0.6,70,0,137.16
AKD,4/24/14 15:33,40291.64792,735713.6479,23.625,0,72,0,137.41
AKD,4/24/14 16:33,40291.68958,735713.6896,23.66666667,-1.1,81,0,136.65
AKD,4/24/14 17:33,40291.73125,735713.7313,23.70833333,-0.6,76,0,136.91
AKD,4/24/14 18:33,40291.77292,735713.7729,23.75,-1.1,88,0,136.65
AKD,4/24/14 19:33,40291.81458,735713.8146,23.79166667,-1.1,80,0,136.65
AKD,4/24/14 20:33,40291.85625,735713.8563,23.83333333,-1.1,82,0,137.41
AKD,4/24/14 21:33,40291.89792,735713.8979,23.875,-1.1,84,0,136.91
AKD,4/24/14 22:33,40291.93958,735713.9396,23.91666667,-1.7,85,0,138.68
AKD,4/24/14 23:33,40291.98125,735713.9813,23.95833333,-2.2,88,0,138.18
AKD,4/25/14 0:33,40292.02292,735714.0229,24,-2.8,99,0,137.67
AKD,4/25/14 1:33,40292.06458,735714.0646,24.04166667,-3.3,96,0,139.45
AKD,4/25/14 2:33,40292.10625,735714.1063,24.08333333,-3.3,91,0,139.19
AKD,4/25/14 3:33,40292.14792,735714.1479,24.125,-3.3,89,0,138.94
AKD,4/25/14 4:33,40292.18958,735714.1896,24.16666667,-3.3,89,0,138.43
AKD,4/25/14 5:33,40292.23125,735714.2313,24.20833333,-3.3,89,0,138.68
AKD,4/25/14 6:33,40292.27292,735714.2729,24.25,-3.9,86,0,139.19
AKD,4/25/14 7:33,40292.31458,735714.3146,24.29166667,-3.9,85,0,138.94
AKD,4/25/14 8:33,40292.35625,735714.3563,24.33333333,-2.8,74,0,138.94
AKD,4/25/14 9:33,40292.39792,735714.3979,24.375,-1.7,61,0.03,138.68
AKD,4/25/14 10:33,40292.43958,735714.4396,24.41666667,-1.7,60,0,138.94
AKD,4/25/14 11:33,40292.48125,735714.4813,24.45833333,-1.7,75,0,138.94
AKD,4/25/14 12:33,40292.52292,735714.5229,24.5,-1.1,77,0,138.43
AKD,4/25/14 13:33,40292.56458,735714.5646,24.54166667,0,56,0.03,137.67
AKD,4/25/14 14:33,40292.60625,735714.6063,24.58333333,0.6,57,0,137.41
AKD,4/25/14 15:33,40292.64792,735714.6479,24.625,0,53,0,137.16
AKD,4/25/14 16:33,40292.68958,735714.6896,24.66666667,1.1,47,0,137.16
AKD,4/25/14 17:33,40292.73125,735714.7313,24.70833333,0.6,48,0,136.91
AKD,4/25/14 18:33,40292.77292,735714.7729,24.75,0.6,53,0,136.91
AKD,4/25/14 19:33,40292.81458,735714.8146,24.79166667,0.6,45,0,136.65
AKD,4/25/14 20:33,40292.85625,735714.8563,24.83333333,0,47,0,136.91
AKD,4/25/14 21:33,40292.89792,735714.8979,24.875,-0.6,45,0,136.91
AKD,4/25/14 22:33,40292.93958,735714.9396,24.91666667,-0.6,45,0,136.4
AKD,4/25/14 23:33,40292.98125,735714.9813,24.95833333,0,45,0,136.91
AKD,4/26/14 0:33,40293.02292,735715.0229,25,-0.6,48,0,136.65
AKD,4/26/14 1:33,40293.06458,735715.0646,25.04166667,-1.1,41,0,136.65
AKD,4/26/14 2:33,40293.10625,735715.1063,25.08333333,-1.1,42,0,136.91
AKD,4/26/14 3:33,40293.14792,735715.1479,25.125,-1.1,49,0,136.65
AKD,4/26/14 4:33,40293.18958,735715.1896,25.16666667,-1.7,44,0,136.91
AKD,4/26/14 5:33,40293.23125,735715.2313,25.20833333,-1.7,46,0,136.91
AKD,4/26/14 6:33,40293.27292,735715.2729,25.25,-2.2,43,0,136.91
AKD,4/26/14 7:33,40293.31458,735715.3146,25.29166667,-1.7,43,0,136.65
AKD,4/26/14 8:33,40293.35625,735715.3563,25.33333333,-1.7,39,0,136.65
AKD,4/26/14 9:33,40293.39792,735715.3979,25.375,-0.6,43,0,136.65
AKD,4/26/14 10:33,40293.43958,735715.4396,25.41666667,-0.6,37,0,136.4
AKD,4/26/14 11:33,40293.48125,735715.4813,25.45833333,1.1,33,0,136.65
AKD,4/26/14 12:33,40293.52292,735715.5229,25.5,1.1,35,0,136.4
AKD,4/26/14 13:33,40293.56458,735715.5646,25.54166667,1.7,34,0,136.65
AKD,4/26/14 14:33,40293.60625,735715.6063,25.58333333,2.8,27,0,136.14
AKD,4/26/14 15:33,40293.64792,735715.6479,25.625,3.3,39,0,136.4
AKD,4/26/14 16:33,40293.68958,735715.6896,25.66666667,2.2,36,0,136.14
AKD,4/26/14 17:33,40293.73125,735715.7313,25.70833333,1.7,32,0,136.4
AKD,4/26/14 18:33,40293.77292,735715.7729,25.75,2.8,33,0,136.4
AKD,4/26/14 19:33,40293.81458,735715.8146,25.79166667,1.7,36,0,136.14
AKD,4/26/14 20:33,40293.85625,735715.8563,25.83333333,1.1,39,0,136.14
AKD,4/26/14 21:33,40293.89792,735715.8979,25.875,1.1,36,0,136.4
AKD,4/26/14 22:33,40293.93958,735715.9396,25.91666667,0,39,0,136.4
AKD,4/26/14 23:33,40293.98125,735715.9813,25.95833333,-0.6,41,0,136.4
AKD,4/27/14 0:33,40294.02292,735716.0229,26,-0.6,38,0,136.14
AKD,4/27/14 1:33,40294.06458,735716.0646,26.04166667,-1.1,41,0,136.14
AKD,4/27/14 2:33,40294.10625,735716.1063,26.08333333,-1.1,42,0,136.14
AKD,4/27/14 3:33,40294.14792,735716.1479,26.125,-1.7,47,0,136.4
AKD,4/27/14 4:33,40294.18958,735716.1896,26.16666667,-1.7,43,0,136.4
AKD,4/27/14 5:33,40294.23125,735716.2313,26.20833333,-2.2,42,0,136.4
AKD,4/27/14 6:33,40294.27292,735716.2729,26.25,-2.2,46,0,136.4
AKD,4/27/14 7:33,40294.31458,735716.3146,26.29166667,-2.8,49,0,136.4
AKD,4/27/14 8:33,40294.35625,735716.3563,26.33333333,-1.1,37,0,135.89
AKD,4/27/14 9:33,40294.39792,735716.3979,26.375,0.6,33,0,135.64
AKD,4/27/14 10:33,40294.43958,735716.4396,26.41666667,1.1,31,0,135.64
AKD,4/27/14 11:33,40294.48125,735716.4813,26.45833333,2.2,36,0,135.89
AKD,4/27/14 12:33,40294.52292,735716.5229,26.5,1.1,39,0,135.89
AKD,4/27/14 13:33,40294.56458,735716.5646,26.54166667,1.7,39,0,136.4
AKD,4/27/14 14:33,40294.60625,735716.6063,26.58333333,2.2,35,0,135.89
AKD,4/27/14 15:33,40294.64792,735716.6479,26.625,3.9,35,0,135.89
AKD,4/27/14 16:33,40294.68958,735716.6896,26.66666667,3.3,38,0,135.89
AKD,4/27/14 17:33,40294.73125,735716.7313,26.70833333,3.3,31,0,135.38
AKD,4/27/14 18:33,40294.77292,735716.7729,26.75,3.3,29,0,135.13
AKD,4/27/14 19:33,40294.81458,735716.8146,26.79166667,3.3,38,0,135.64
AKD,4/27/14 20:33,40294.85625,735716.8563,26.83333333,2.2,45,0,135.89
AKD,4/27/14 21:33,40294.89792,735716.8979,26.875,1.1,41,0,135.89
